source,target
Владислав Песин,Пётр Кондрашин
Владислав Песин,Пётр Айду
Ася Соршнева,Марина Катаржнова
Ася Соршнева,Пётр Кондрашин
Ася Соршнева,Пётр Айду
Марина Катаржнова,Пётр Кондрашин
Марина Катаржнова,Пётр Айду
Пётр Айду,Пётр Кондрашин
Brossa,Jordi Domènech
Brossa,Falsalarma
Falsalarma,Jordi Domènech
Neeme Punder,Марина Катаржнова
Jüri Lepp,Марина Катаржнова
Aurelia Eespere,Марина Катаржнова
Neeme Punder,Ася Соршнева
Jüri Lepp,Ася Соршнева
Aurelia Eespere,Ася Соршнева
Neeme Punder,Пётр Кондрашин
Jüri Lepp,Пётр Кондрашин
Aurelia Eespere,Пётр Кондрашин
Neeme Punder,Пётр Айду
Jüri Lepp,Пётр Айду
Aurelia Eespere,Пётр Айду
Jüri Lepp,Neeme Punder
Aurelia Eespere,Neeme Punder
Aurelia Eespere,Jüri Lepp
Allen Hightower,Luther College Nordic Choir
Ill Bill Bachelor,Mikey B
Einar Enemark,Jesper Wildmand
Everlast,Sadat X
Eesti Riiklik Sümfooniaorkester,Mikk Murdvee
Eesti Riiklik Sümfooniaorkester,Mihkel Poll
Mihkel Poll,Mikk Murdvee
Heigo Rosin,Maarja Nuut
DeFaktor,MC Kriskra$$
DeFaktor,Dr Jone$
DeFaktor,Mad$ T
DeFaktor,Martin Nørgaard
Dr Jone$,MC Kriskra$$
MC Kriskra$$,Mad$ T
MC Kriskra$$,Martin Nørgaard
Dr Jone$,Mad$ T
Dr Jone$,Martin Nørgaard
Mad$ T,Martin Nørgaard
Mihhail Gerts,Vanemuise sümfooniaorkester
Mihkel Poll,Vanemuise sümfooniaorkester
Mihhail Gerts,Mihkel Poll
EMTA sümfooniaorkester,Paul Mägi
EMTA sümfooniaorkester,Mihkel Poll
Mihkel Poll,Paul Mägi
Eva Kams,Tartu Hansa segakoor
Malle Suiste,Tartu Hansa segakoor
Eva Kams,Malle Suiste
Eesti Riiklik Sümfooniaorkester,Olari Elts
Mihkel Poll,Olari Elts
Heigo Rosin,Ralf Taal
Martin Breinschmid,Strauss Festival Orchester Wien
Pärnu Kammerkoor,Pärnu Linnaorkester
Lea Salumäe,Pärnu Kammerkoor
Lea Salumäe,Pärnu Linnaorkester
Käsikellastuudio Agapella,Pärnu Kammerkoor
ChicoES3,Dies
Chris Brown,Lil Wayne
Busta Rhymes,Chris Brown
Busta Rhymes,Lil Wayne
Hazhe,Payo Malo
Karvoh,Trafik
Kako,Trafik
Kako,Karvoh
Akua Naru,Drea d’Nur
Clem Clempson,Royal Philharmonic Orchestra
James Graydon,Royal Philharmonic Orchestra
James Nisbet,Royal Philharmonic Orchestra
Laurence Cottle,Royal Philharmonic Orchestra
Ralph Salmins,Royal Philharmonic Orchestra
Richard Cottle,Royal Philharmonic Orchestra
Royal Philharmonic Orchestra,The Windrush Choir
Clem Clempson,James Graydon
Clem Clempson,James Nisbet
Clem Clempson,Laurence Cottle
Clem Clempson,Ralph Salmins
Clem Clempson,Richard Cottle
Clem Clempson,The Windrush Choir
James Graydon,James Nisbet
James Graydon,Laurence Cottle
James Graydon,Ralph Salmins
James Graydon,Richard Cottle
James Graydon,The Windrush Choir
James Nisbet,Laurence Cottle
James Nisbet,Ralph Salmins
James Nisbet,Richard Cottle
James Nisbet,The Windrush Choir
Laurence Cottle,Ralph Salmins
Laurence Cottle,Richard Cottle
Laurence Cottle,The Windrush Choir
Ralph Salmins,Richard Cottle
Ralph Salmins,The Windrush Choir
Richard Cottle,The Windrush Choir
EMTA sümfooniaorkester,Toomas Vavilov
EMTA sümfooniaorkester,Tõnu Kalm
Toomas Vavilov,Tõnu Kalm
Euroopa kultuuripealinna segakoor,Veronika Portsmuth
Euroopa kultuuripealinna segakoor,Kristiina Susi
Kristiina Susi,Veronika Portsmuth
Tallinna Rahvusvaheline Noorteorkester,Álvaro Gómez Gómez
Asija Ahmetžanova,Tallinna Rahvusvaheline Noorteorkester
Minjoo Ga,Tallinna Rahvusvaheline Noorteorkester
Asija Ahmetžanova,Álvaro Gómez Gómez
Minjoo Ga,Álvaro Gómez Gómez
Asija Ahmetžanova,Minjoo Ga
Nata-Ly Sakkos,Toivo Peäske
Nata-Ly Sakkos,Piret Väinmaa
Lauri Väinmaa,Nata-Ly Sakkos
Kai Ratassepp,Nata-Ly Sakkos
Mati Mikalai,Nata-Ly Sakkos
Nata-Ly Sakkos,Piret Habak
Nata-Ly Sakkos,Reet Ruubel
Piret Väinmaa,Toivo Peäske
Lauri Väinmaa,Toivo Peäske
Kai Ratassepp,Toivo Peäske
Mati Mikalai,Toivo Peäske
Piret Habak,Toivo Peäske
Reet Ruubel,Toivo Peäske
Lauri Väinmaa,Piret Väinmaa
Kai Ratassepp,Piret Väinmaa
Mati Mikalai,Piret Väinmaa
Piret Habak,Piret Väinmaa
Piret Väinmaa,Reet Ruubel
Kai Ratassepp,Lauri Väinmaa
Lauri Väinmaa,Mati Mikalai
Lauri Väinmaa,Piret Habak
Lauri Väinmaa,Reet Ruubel
Kai Ratassepp,Piret Habak
Kai Ratassepp,Reet Ruubel
Mati Mikalai,Piret Habak
Mati Mikalai,Reet Ruubel
Piret Habak,Reet Ruubel
Guido Gualandi,Heli Ernits
Heli Ernits,Tõnis Traksmann
Guido Gualandi,Tõnis Traksmann
Oksana Sinkova,Ralf Taal
Bruno Vidal Moreno,Mari Tampere-Bezrodny õpilaste kammerorkester
Mari Tampere-Bezrodny õpilaste kammerorkester,Satu Savioja
Mari Tampere-Bezrodny õpilaste kammerorkester,Mikk Murdvee
Mari Tampere-Bezrodny õpilaste kammerorkester,Sigrid Kuulmann-Martin
Bruno Vidal Moreno,Satu Savioja
Bruno Vidal Moreno,Mikk Murdvee
Bruno Vidal Moreno,Sigrid Kuulmann-Martin
Mikk Murdvee,Satu Savioja
Satu Savioja,Sigrid Kuulmann-Martin
Mikk Murdvee,Sigrid Kuulmann-Martin
Airike Kolk,Tallinna Rahvusvaheline Noorteorkester
Airike Kolk,Álvaro Gómez Gómez
EMTA sümfooniaorkester,Eesti Riiklik Sümfooniaorkester
Eesti Riiklik Sümfooniaorkester,Paul Mägi
Heli Ernits,Lea Leiten
Eesti Riiklik Sümfooniaorkester,Maksim Štšura
EMTA sümfooniaorkester,Maksim Štšura
Maksim Štšura,Paul Mägi
Eesti Kaitseväe Orkester,Álvaro Gómez Gómez
Age Juurikas,Eesti Kaitseväe Orkester
Age Juurikas,Álvaro Gómez Gómez
Mari Tampere-Bezrodny õpilaste kammerorkester,Ruth Haav
Ivi Ots,Mari Tampere-Bezrodny õpilaste kammerorkester
Andrus Haav,Mari Tampere-Bezrodny õpilaste kammerorkester
Ivi Ots,Ruth Haav
Andrus Haav,Ruth Haav
Andrus Haav,Ivi Ots
Asija Ahmetžanova,Margarita Krein
Euroopa kultuuripealinna segakoor,Kuldar Schüts
Kuldar Schüts,Veronika Portsmuth
EKV ajateenijate meeskoor Karl,Noorte naiste koor Miina
Noorte naiste koor Miina,Veronika Portsmuth
Noorte naiste koor Miina,Vambola Krigul
EKV ajateenijate meeskoor Karl,Veronika Portsmuth
EKV ajateenijate meeskoor Karl,Vambola Krigul
Vambola Krigul,Veronika Portsmuth
EMTA sümfooniaorkester,Kristiina Rokaševitš
Kristiina Rokaševitš,Paul Mägi
EKV ajateenijate meeskoor Karl,Marion Aruvee
Marion Aruvee,Veronika Portsmuth
Ain Varts,Nata-Ly Sakkos
Hele-Riin Uib,Nata-Ly Sakkos
Ain Varts,Toivo Peäske
Hele-Riin Uib,Toivo Peäske
Ain Varts,Piret Väinmaa
Hele-Riin Uib,Piret Väinmaa
Ain Varts,Lauri Väinmaa
Hele-Riin Uib,Lauri Väinmaa
Ain Varts,Kai Ratassepp
Hele-Riin Uib,Kai Ratassepp
Ain Varts,Mati Mikalai
Hele-Riin Uib,Mati Mikalai
Ain Varts,Piret Habak
Hele-Riin Uib,Piret Habak
Ain Varts,Reet Ruubel
Hele-Riin Uib,Reet Ruubel
Ain Varts,Hele-Riin Uib
EMTA sümfooniaorkester,Kristjan Parts
Kristjan Parts,Paul Mägi
EMTA segakoor,Veronika Portsmuth
Anna Ehrenberg,EMTA segakoor
Anna Ehrenberg,Veronika Portsmuth
Euroopa kultuuripealinna segakoor,Kadri Loddes
Euroopa kultuuripealinna segakoor,Sirje Kadalipp
Kadri Loddes,Veronika Portsmuth
Sirje Kadalipp,Veronika Portsmuth
Kadri Loddes,Sirje Kadalipp
EKV ajateenijate puhkpilliansambel,Noorte naiste koor Miina
EKV ajateenijate meeskoor Karl,EKV ajateenijate puhkpilliansambel
EKV ajateenijate puhkpilliansambel,Veronika Portsmuth
Nata-Ly Sakkos,Urmas Sisask
Toivo Peäske,Urmas Sisask
Piret Väinmaa,Urmas Sisask
Lauri Väinmaa,Urmas Sisask
Kai Ratassepp,Urmas Sisask
Mati Mikalai,Urmas Sisask
Piret Habak,Urmas Sisask
Reet Ruubel,Urmas Sisask
Euroopa kultuuripealinna segakoor,Noorte naiste koor Miina
EKV ajateenijate meeskoor Karl,Euroopa kultuuripealinna segakoor
EMTA segakoor,Euroopa kultuuripealinna segakoor
EMTA segakoor,Noorte naiste koor Miina
EKV ajateenijate meeskoor Karl,EMTA segakoor
Petri Sakari,Sinfóníuhljómsveit Íslands
Heigo Rosin,Olga Przybyl
Karl Johann Lattikas,Olga Przybyl
Heigo Rosin,Karl Johann Lattikas
John McCormack,Spencer Clay
Kadri Voorand,Virgo Sillamaa
Jürmo Eespere,Kadri Voorand
Kadri Voorand,Mihkel Mälgand
Eno Kollom,Kadri Voorand
Jürmo Eespere,Virgo Sillamaa
Mihkel Mälgand,Virgo Sillamaa
Eno Kollom,Virgo Sillamaa
Jürmo Eespere,Mihkel Mälgand
Eno Kollom,Jürmo Eespere
Eno Kollom,Mihkel Mälgand
EMTA sümfooniaorkester,Mikk Murdvee
EMTA sümfooniaorkester,Heigo Rosin
Heigo Rosin,Mikk Murdvee
Krzysztof Niezgoda,Olga Przybyl
Edgars Vaivods,Olga Przybyl
Olga Przybyl,Tiit Joamets
Edgars Vaivods,Krzysztof Niezgoda
Heigo Rosin,Krzysztof Niezgoda
Krzysztof Niezgoda,Tiit Joamets
Karl Johann Lattikas,Krzysztof Niezgoda
Edgars Vaivods,Heigo Rosin
Edgars Vaivods,Tiit Joamets
Edgars Vaivods,Karl Johann Lattikas
Heigo Rosin,Tiit Joamets
Karl Johann Lattikas,Tiit Joamets
Nadežda Ochrimenko,Þuríður Helga Ingvarsdóttir
Monika Anna Idasiak,Nadežda Ochrimenko
Gunda Baranauskaitė,Nadežda Ochrimenko
Monika Anna Idasiak,Þuríður Helga Ingvarsdóttir
Gunda Baranauskaitė,Þuríður Helga Ingvarsdóttir
Gunda Baranauskaitė,Monika Anna Idasiak
Marion Aruvee,Nadežda Ochrimenko
Marion Aruvee,Monika Anna Idasiak
Gunda Baranauskaitė,Marion Aruvee
Ann Kuut,Þuríður Helga Ingvarsdóttir
EMTA sümfooniaorkester,Kaspars Ādamsons
EMTA sümfooniaorkester,Kadri Nirgi
Kadri Nirgi,Kaspars Ādamsons
Liisi Assavi,Þuríður Helga Ingvarsdóttir
Māra Botmane,Þuríður Helga Ingvarsdóttir
Elina Gaile,Þuríður Helga Ingvarsdóttir
Liisi Assavi,Māra Botmane
Elina Gaile,Liisi Assavi
Elina Gaile,Māra Botmane
EMTA sümfooniaorkester,Karolina Normak
Karolina Normak,Mikk Murdvee
Elina Gaile,Piret Väinmaa
Elina Gaile,Nadežda Ochrimenko
Elina Gaile,Margus Parind
Elina Gaile,Heigo Rosin
Māra Botmane,Nadežda Ochrimenko
Margus Parind,Nadežda Ochrimenko
Heigo Rosin,Nadežda Ochrimenko
Margus Parind,Māra Botmane
Heigo Rosin,Māra Botmane
Heigo Rosin,Margus Parind
EMTA sümfooniaorkester,Shaofei Zhu
Mikk Murdvee,Shaofei Zhu
EMTA sümfooniaorkester,Jaan Ots
Jaan Ots,Mikk Murdvee
4 Strings,Ana Criado
Andres Mustonen,Eesti Riiklik Sümfooniaorkester
Eesti Riiklik Sümfooniaorkester,Isabel Villanueva
Eesti Riiklik Sümfooniaorkester,Марина Катаржнова
Andres Mustonen,Isabel Villanueva
Andres Mustonen,Марина Катаржнова
Isabel Villanueva,Марина Катаржнова
Aly & Fila,Solarstone
Kyau & Albert,Ronski Speed
Christina Novelli,Gareth Emery
Sarah Howells,tyDi
Marcel Johannes Kits,Tallinna Muusikakeskkooli sümfooniaorkester
Marcel Johannes Kits,Mikk Murdvee
Haris C,Solarstone
Ira,Omnia
Alex M.O.R.P.H.,Hannah
Lange,Stine Grove
Juhani Lamminmäki,Sibelius-lukion sinfoniaorkesteri
Matthew Koma,Zedd
ARTY,BT
BT,Nadia Ali
ARTY,Nadia Ali
Aarón Baliti,Ste Man
Audrey Gallagher,Lange
Chicane,Ferry Corsten
Giuseppe Ottaviani,Solarstone
Band of Horses,Dash Berlin
Alex M.O.R.P.H.,Sylvia Tosun
Tiësto,U2
Senja Rummukainen,Sibelius-lukion sinfoniaorkesteri
Juhani Lamminmäki,Senja Rummukainen
EMTA segakoor,EMTA sümfooniaorkester
EMTA sümfooniaorkester,Tõnu Kaljuste
EMTA sümfooniaorkester,Helis Naeris
EMTA sümfooniaorkester,Mikk Dede
EMTA sümfooniaorkester,Ott Indermitte
EMTA segakoor,Tõnu Kaljuste
EMTA segakoor,Kadri Nirgi
EMTA segakoor,Helis Naeris
EMTA segakoor,Mikk Dede
EMTA segakoor,Ott Indermitte
Kadri Nirgi,Tõnu Kaljuste
Helis Naeris,Tõnu Kaljuste
Mikk Dede,Tõnu Kaljuste
Ott Indermitte,Tõnu Kaljuste
Helis Naeris,Kadri Nirgi
Kadri Nirgi,Mikk Dede
Kadri Nirgi,Ott Indermitte
Helis Naeris,Mikk Dede
Helis Naeris,Ott Indermitte
Mikk Dede,Ott Indermitte
Jaak Sikk,Jaan Varts
Jaan Varts,Tiit Joamets
Jaak Sikk,Tiit Joamets
Ara Yaralyan,Indrek Soe
Liina Kullerkupp,Tiit Joamets
Ivi Rausi,Katrin Kvade
Eesti Noorte Puhkpilliorkester,Jānis Puriņš
Pip Skid,Skratch Bastid
Hipp Kalkun,Mari Mae
Mari Mae,Priit Lehto
Mari Mae,Sven Sosnitski
Hipp Kalkun,Priit Lehto
Hipp Kalkun,Sven Sosnitski
Priit Lehto,Sven Sosnitski
Helena Tuuling,Linda Kelder
Ann Reimann,Helena Tuuling
Ann Reimann,Linda Kelder
EMTA sümfooniaorkester,Marion Aruvee
Marion Aruvee,Tõnu Kaljuste
Agorazein,Cookin’ Soul
AM Narcoleptic,Leo Albatross
Farištamo Susi,Theodore Lee Parker
Indrek Soe,Theodore Lee Parker
Farištamo Susi,Indrek Soe
Kristel Marand,Linda Kelder
Jaan Krivel,Linda Kelder
Evelin Seppar,Linda Kelder
Jaan Krivel,Kristel Marand
Evelin Seppar,Kristel Marand
Evelin Seppar,Jaan Krivel
Albert Zorrilla Agut,José Ferrer Castillo
Albert Zorrilla Agut,Jaan Ots
Jaan Ots,José Ferrer Castillo
Anna-Liisa Eller,Riin Oidekivi
Hreiðar Ingi Þorsteinsson,Mari Kalkun
Hreiðar Ingi Þorsteinsson,Theodore Lee Parker
Hreiðar Ingi Þorsteinsson,Jaak Sikk
Hreiðar Ingi Þorsteinsson,Tiit Joamets
Mari Kalkun,Theodore Lee Parker
Jaak Sikk,Mari Kalkun
Mari Kalkun,Tiit Joamets
Jaak Sikk,Theodore Lee Parker
Theodore Lee Parker,Tiit Joamets
MC Nobody Cares,Timmo80
Lisandra Roosioja,Sven Herberger
Lisandra Roosioja,Manus Olesk
Manus Olesk,Sven Herberger
Helena Pechter,Mairit Mitt
Helena Pechter,Joel-Rasmus Remmel
Joel-Rasmus Remmel,Mairit Mitt
Inta Roost,Kristel Marand
Kaido Rannik,Kristel Marand
Aita Vaher,Kristel Marand
Inta Roost,Kaido Rannik
Aita Vaher,Inta Roost
Inta Roost,Jaan Krivel
Aita Vaher,Kaido Rannik
Jaan Krivel,Kaido Rannik
Aita Vaher,Jaan Krivel
EMTA sümfooniaorkester,Álvaro Gómez Gómez
EMTA sümfooniaorkester,Maria Veretenina
Maria Veretenina,Álvaro Gómez Gómez
Karol Kisiel,Repertorio Vocale
Eesti Riiklik Sümfooniaorkester,Toomas Vavilov
Eesti Riiklik Sümfooniaorkester,Tõnu Kalm
Claudio Iván Ordaz García,EMTA kammerorkester
Eesti Riiklik Sümfooniaorkester,Heili Rosin-Leivategija
Heili Rosin-Leivategija,Toomas Vavilov
Eesti Riiklik Sümfooniaorkester,Madis Vilgats
Madis Vilgats,Toomas Vavilov
Eesti Riiklik Sümfooniaorkester,Heigo Rosin
Heigo Rosin,Toomas Vavilov
Glasperlenspiel Sinfonietta,Jüri Alperten
Ellerhein,Glasperlenspiel Sinfonietta
Glasperlenspiel Sinfonietta,Tiia-Ester Loitme
Glasperlenspiel Sinfonietta,Villu Veski
Anna-Liisa Eller,Glasperlenspiel Sinfonietta
Glasperlenspiel Sinfonietta,Riin Oidekivi
Glasperlenspiel Sinfonietta,Tammo Sumera
Ellerhein,Jüri Alperten
Jüri Alperten,Tiia-Ester Loitme
Jüri Alperten,Villu Veski
Anna-Liisa Eller,Jüri Alperten
Jüri Alperten,Riin Oidekivi
Jüri Alperten,Tammo Sumera
Ellerhein,Tiia-Ester Loitme
Ellerhein,Villu Veski
Anna-Liisa Eller,Ellerhein
Ellerhein,Riin Oidekivi
Ellerhein,Tammo Sumera
Tiia-Ester Loitme,Villu Veski
Anna-Liisa Eller,Tiia-Ester Loitme
Riin Oidekivi,Tiia-Ester Loitme
Tammo Sumera,Tiia-Ester Loitme
Anna-Liisa Eller,Villu Veski
Riin Oidekivi,Villu Veski
Tammo Sumera,Villu Veski
Anna-Liisa Eller,Tammo Sumera
Riin Oidekivi,Tammo Sumera
EMTA kammerorkester,Marike Kruup
Claudio Iván Ordaz García,Marike Kruup
EMTA kammerorkester,Ivi Ots
Claudio Iván Ordaz García,Ivi Ots
EMTA sümfooniaorkester,Kristi Kapten
Kristi Kapten,Paul Mägi
Danae Taamal,EMTA sümfooniaorkester
Danae Taamal,Paul Mägi
Virgo Sillamaa,Vladimir "Vova" Võssotski
Mihkel Mälgand,Vladimir "Vova" Võssotski
Ahto Abner,Vladimir "Vova" Võssotski
Ahto Abner,Virgo Sillamaa
Ahto Abner,Mihkel Mälgand
Andres Uibo,Ka Bo Chan
Andres Uibo,Ellerhein
Andres Uibo,Tiia-Ester Loitme
EMTA sümfooniaorkester,Heli Ernits
Heli Ernits,Paul Mägi
Anna Ehrenberg,Karol Kisiel
Anna Ehrenberg,Joosep Trumm
Anna Ehrenberg,Jaanus Väljaots
Anna Ehrenberg,Robert Staak
Joosep Trumm,Karol Kisiel
Jaanus Väljaots,Karol Kisiel
Karol Kisiel,Robert Staak
Jaanus Väljaots,Joosep Trumm
Joosep Trumm,Robert Staak
Jaanus Väljaots,Robert Staak
Delahoja,Nerviozzo
Anna Ehrenberg,Repertorio Vocale
Glasperlenspiel Sinfonietta,Neeme Punder
Glasperlenspiel Sinfonietta,Hele-Riin Uib
Glasperlenspiel Sinfonietta,Madis Metsamart
Jüri Alperten,Neeme Punder
Hele-Riin Uib,Jüri Alperten
Jüri Alperten,Madis Metsamart
Hele-Riin Uib,Neeme Punder
Madis Metsamart,Neeme Punder
Hele-Riin Uib,Madis Metsamart
Aavo Ots,Eesti Noorte Puhkpilliorkester
Eesti Noorte Puhkpilliorkester,Jaan Ots
Eesti Noorte Puhkpilliorkester,Gert-Ott Kuldpärg
Eesti Noorte Puhkpilliorkester,Mihkel Kallip
Eesti Noorte Puhkpilliorkester,Kutt Vaida
Gert-Ott Kuldpärg,Jaan Ots
Jaan Ots,Mihkel Kallip
Jaan Ots,Kutt Vaida
Gert-Ott Kuldpärg,Mihkel Kallip
Gert-Ott Kuldpärg,Kutt Vaida
Kutt Vaida,Mihkel Kallip
Ida Teppo,Theodor-Peeter Sink
Farištamo Susi,Ida Teppo
Farištamo Susi,Theodor-Peeter Sink
Hendrik Soon,Tui Hirv
Theodor-Peeter Sink,Tui Hirv
Maria Ehrenberg,Tui Hirv
Marten Altrov,Tui Hirv
Farištamo Susi,Tui Hirv
Hendrik Soon,Theodor-Peeter Sink
Hendrik Soon,Maria Ehrenberg
Hendrik Soon,Marten Altrov
Farištamo Susi,Hendrik Soon
Maria Ehrenberg,Theodor-Peeter Sink
Marten Altrov,Theodor-Peeter Sink
Maria Ehrenberg,Marten Altrov
Farištamo Susi,Maria Ehrenberg
Farištamo Susi,Marten Altrov
Liis Jürgens,Tui Hirv
Aleksandra Kremenetski,Tui Hirv
Aleksandra Kremenetski,Liis Jürgens
Eesti Noorte Puhkpilliorkester,Valdo Rüütelmaa
EMTA Brass Academy,Jaan Ots
Jaan Ots,Tallinna Muusikakeskkooli puhkpillisümfoonikud
Märt Metsla,Tallinna Muusikakeskkooli puhkpillisümfoonikud
Jaan Ots,Märt Metsla
Kaspar Mänd,Maria Ehrenberg
Kadri-Ann Nuut,Maria Ehrenberg
Kreete Perandi,Maria Ehrenberg
Kaspar Mänd,Marten Altrov
Kadri-Ann Nuut,Marten Altrov
Kreete Perandi,Marten Altrov
Kadri-Ann Nuut,Kaspar Mänd
Kaspar Mänd,Kreete Perandi
Kadri-Ann Nuut,Kreete Perandi
HyunA,PSY
Chief 1,Jazzy H
Chrome Canyon,Phoebe Oglesbee
Diplo,Santigold
Hodgy,Toro y Moi
Duddi Wallace,Xcese
BenZel,Jessie Ware
Greesi Langovits,Kristi Kärmas
Meeli Ots,Mirjam Avango
Janne Fridolin,Tallinna Muusikakeskkooli poistekoor
Katrin Peitre,Tallinna Muusikakeskkooli poistekoor
Janne Fridolin,Katrin Peitre
Kai Õunapuu,Susann-Elisabeth Eessaar
Habeas Corpus,Los Chikos del Maíz
Cults,Freddie Gibbs
Johannes Välja,Signe Hiis
DJ Prince,DMX
Miia Ruubel,Reet Ruubel
Lea Leiten,Valentina Vaab
Burton C. Bell,Tweaker
Carat Trax,Zolex
Nene Fresco,Shock Beats
Dirty South,Those Usual Suspects
Dirty South,Erik Hecht
Erik Hecht,Those Usual Suspects
Rank 1,Sam Bettens
Jochen Miller,Sam Bettens
ATB,JanSoon
Cerf, Mitiska & Jaren,Rank 1
Alex Day,Tom Milsom
ATB,Sean Ryan
Alex M.O.R.P.H.,Shannon Hurley
Tony Calamonte,Xcese
Aruna,Ferry Corsten
Cosmic Gate,J’Something
Magno,Natos y Waor
Macklemore & Ryan Lewis,Ray Dalton
Cosmic Gate,JES
Priidik Purga,Tallinna Muusikakeskkooli sümfooniaorkester
Mikk Murdvee,Priidik Purga
Richard Durand,tyDi
Indecent Noise,Ridgewalkers
Marco V,Sonique
Capaz,Rayka
Kaarin Lehemets,Tallinna Muusikakeskkooli sümfooniaorkester
Above & Beyond,Treadstone
Treadstone,Zoë Johnston
Georg Mirek King,Tallinna Muusikakeskkooli sümfooniaorkester
Protoculture,tyDi
Meighan Nealon,tyDi
Meighan Nealon,Protoculture
Alex M.O.R.P.H.,Protoculture
Jennifer Rene,tyDi
Tenishia,tyDi
Jennifer Rene,Tenishia
Kele Okereke,The Chemical Brothers
Linda-Anette Suss,Tallinna Muusikakeskkooli sümfooniaorkester
Linda-Anette Suss,Mikk Murdvee
Johannes Põlda,Tallinna Muusikakeskkooli sümfooniaorkester
NERO,Zombie Nation
Sten Heinoja,Tallinna Muusikakeskkooli sümfooniaorkester
Mikk Murdvee,Sten Heinoja
Rank 1,Shanokee
DJ Rap,tyDi
Ingvar-Vilmar Leerimaa,Tallinna Muusikakeskkooli sümfooniaorkester
Ingvar-Vilmar Leerimaa,Mikk Murdvee
Noisecontrollers,W&W
Ferry Corsten,Shelley Harland
Karl Peterson,Tallinna Muusikakeskkooli sümfooniaorkester
Karl Peterson,Mikk Murdvee
Anni Ruugla,Tallinna Muusikakeskkooli sümfooniaorkester
Ben Hague,Ferry Corsten
BT,Tiësto
Jano,Porter Robinson
Clare Stagg,Solarstone
Lindsey Stirling,Peter Hollens
Ferry Corsten,Markus Schulz
Hartmut Engler,Nena
DJ Precision,Viframa
Aimée Proal,Kurt Hugo Schneider
Kurt Hugo Schneider,Lindsey Stirling
Aimée Proal,Lindsey Stirling
Alma Matris,Tania Segura
Eppic,Lindsey Stirling
Elo Kesküla,Pärnu Kammerkoor
Anne Uusna,Pärnu Kammerkoor
Anne Uusna,Elo Kesküla
Greesi Langovits,Olga Kulikova
DVPH,J.O.C.
Kyau & Albert,Paul van Dyk
Airwave,Armin van Buuren
Costa,Terry
Christian Burns,Paul Oakenfold
Christian Burns,JES
JES,Paul Oakenfold
Armin van Buuren,Fiora
Elan Atias,Gwen Stefani
Feenixpawl,Ivan Gough
Georgi Kay,Ivan Gough
Feenixpawl,Georgi Kay
Quintino,Sandro Silva
L’One,Тимати
ST,Тимати
Nel,Тимати
Jenee,Тимати
5Плюх,Тимати
Миша Крупин,Тимати
L’One,ST
L’One,Nel
Jenee,L’One
5Плюх,L’One
L’One,Миша Крупин
Nel,ST
Jenee,ST
5Плюх,ST
ST,Миша Крупин
Jenee,Nel
5Плюх,Nel
Nel,Миша Крупин
5Плюх,Jenee
Jenee,Миша Крупин
5Плюх,Миша Крупин
Moguai,Nena
Arnej,Cosmic Gate
Cosmic Gate,Myon & Shane 54
Aruna,Cosmic Gate
Aruna,Myon & Shane 54
Scott Peeples,prozax
George R. R. Martin,Roy Dotrice
Jefre Cantu‐Ledesma,Peter Broderick
Ellie Lawson,Ferry Corsten
Loverush UK!,Maria Nayler
Andrew Bayer,Matt Lange
Andrew Bayer,Kerry Leva
Andrew Bayer,Loverush UK!
Andrew Bayer,Bryan Adams
Kerry Leva,Matt Lange
Loverush UK!,Matt Lange
Bryan Adams,Matt Lange
Kerry Leva,Loverush UK!
Bryan Adams,Kerry Leva
Bryan Adams,Loverush UK!
Maxi Jazz,Tiësto
Matt Darey,Stan Kolev
Aelyn,Matt Darey
Aelyn,Stan Kolev
Protoculture,Shannon Hurley
Anthya,Solis
Anthya,Sean Truby
EgM,Tim Sheehy
Aeron Aether,Matt Darey
Matt Darey,Ridgewalkers
Aeron Aether,Ridgewalkers
Above & Beyond,Justine Suissa
Armin van Buuren,Racoon
M.I.K.E.,Rank 1
Cosmic Gate,Denise Rivera
Andy Moor,Orkidea
Conjure One,Sinéad O’Connor
Anousheh Khalili,Deep Dish
DJ Stew,The Bhudda Monks
Symphonic Defoggers,巡音ルカ
Alex M.O.R.P.H.,Rank 1
Adam K,BT
Binary Finary,Pulse & Sphere
Cosmic Gate,York
Cosmic Gate,Lifted Emotion
Chris Schweizer,Cosmic Gate
Arnej,York
Arnej,Lifted Emotion
Arnej,Chris Schweizer
Lifted Emotion,York
Chris Schweizer,York
Chris Schweizer,Lifted Emotion
Eminem,Rihanna
Analogue Sound Department,Kai Tracid
Bladiator,The Orichalcon
Bladiator,GrayLightning
Carlo Cavalli,Danny Caliro
Carlo Cavalli,Lil’Lee
Danny Caliro,Lil’Lee
Nutritious,OA
DJ Blackskin,G-Va
DJ U‐Neek,Gemini
Aint,Nino Fish
Aint,Rufus Martin
Nino Fish,Rufus Martin
Lara de Wit,Taylor Davis
Bart&Baker,Van Linden
Bart&Baker,Gemeni
Gemeni,Van Linden
2Pac,Bizzy Bone
2Pac,B.G.
2Pac,DMX
2Pac,Nas
B.G.,Bizzy Bone
Bizzy Bone,DMX
Bizzy Bone,Nas
B.G.,DMX
B.G.,Nas
DMX,Nas
Fred Norris,Pig Vomit
Elizabeth Paavel,Rasmus Kull
Anne Prommik-Laiapea,Rasmus Kull
Junhong Zhang,Rasmus Kull
